GeneID	interaction.padj	earlySig	middleSig	lateSig	RegulationOnDS	CNV_SW	GWAS_min_pvalue	1k_min_pvalue
GRMZM2G112538	0.045466209	no	no	no	UpOnDS	noCNV	0.016627746	0.016627746
GRMZM2G112548	0.298164709	no	no	no	NA	noCNV	0.455169474	0.073114663
GRMZM2G112594	0.047309009	no	no	no	others	noCNV	0.230273641	0.230273641
GRMZM2G112596	1.82E-05	no	no	no	UpOnDS	noCNV	0.257840495	0.257840495
GRMZM2G112609	0.178531352	no	no	no	NA	noCNV	0.003995723	0.003995723
GRMZM2G112617	0.783770744	no	no	no	NA	DownCNV/PAV	0.113347504	0.113347504
GRMZM2G112623	0.794216926	no	no	no	NA	noCNV	NA	NA
GRMZM2G112626	0.059981684	no	no	no	NA	noCNV	0.018466761	0.018466761
GRMZM2G112628	0.443023126	no	no	no	NA	noCNV	NA	NA
GRMZM2G112629	1.86E-05	yes	yes	yes	others	noCNV	0.084768813	0.084768813
GRMZM2G112640	2.69E-10	no	no	no	UpOnDS	noCNV	0.164928859	0.164928859
GRMZM2G112656	0.942386238	no	no	no	NA	noCNV	0.361815605	0.361815605
GRMZM2G112659	7.19E-19	no	yes	no	DownOnDS	noCNV	0.237922059	0.237922059
GRMZM2G112672	0.002601572	no	no	no	DownOnDS	noCNV	0.040151507	0.040151507
GRMZM2G112681	0.54703323	no	no	no	NA	noCNV	0.071281676	0.071281676
GRMZM2G112686	0.001870668	no	no	no	DownOnDS	noCNV	0.044617751	0.044617751
GRMZM2G112728	0.508680364	no	no	no	NA	noCNV	0.275768952	0.275768952
GRMZM2G112764	0.589299696	no	no	no	NA	noCNV	0.073578925	0.073578925
GRMZM2G112782	0.002118629	no	no	no	DownOnDS	noCNV	0.031046966	0.031046966
GRMZM2G112792	0.727638241	no	no	no	NA	noCNV	0.229847279	0.229847279
GRMZM2G112793	0.002329929	no	no	no	UpOnDS	noCNV	NA	0.340425955
GRMZM2G112795	0.280216304	no	no	no	NA	noCNV	0.010891134	0.010891134
GRMZM2G112799	0.241093884	no	no	no	NA	noCNV	0.237323915	0.237323915
GRMZM2G112805	1.67E-09	no	no	no	DownOnDS	noCNV	0.311999843	0.197487417
GRMZM2G112830	3.61E-09	no	no	yes	DownOnDS	noCNV	0.112473271	0.112473271
GRMZM2G112836	0.185735108	no	no	no	NA	noCNV	0.040349276	0.040349276
GRMZM2G112839	0.673033354	no	no	no	NA	noCNV	0.018829248	0.018829248
GRMZM2G112865	0.972099364	no	no	no	NA	noCNV	0.001556158	0.001556158
GRMZM2G112894	0.53950187	no	no	no	NA	noCNV	0.001962858	0.001962858
GRMZM2G112895	0.377473761	no	no	no	NA	noCNV	0.197487417	0.197487417
GRMZM2G112912	0.005920345	no	yes	no	DownOnDS	noCNV	0.058354166	0.058354166
GRMZM2G112914	0.900617822	no	no	no	NA	noCNV	0.088933496	0.088933496
GRMZM2G112925	0.674316597	no	no	no	NA	noCNV	0.009498426	0.009498426
GRMZM2G112951	1.19E-10	no	no	no	others	noCNV	NA	NA
GRMZM2G112954	0.001051618	no	no	no	UpOnDS	noCNV	0.113532589	0.113532589
GRMZM2G112957	0.022948139	no	no	no	DownOnDS	noCNV	NA	NA
GRMZM2G112965	0.215747827	no	no	no	NA	noCNV	NA	0.251606133
GRMZM2G112968	0.049659033	no	no	yes	DownOnDS	noCNV	0.162754722	0.162754722
GRMZM2G113002	2.35E-11	no	yes	no	UpOnDS	noCNV	0.031352886	0.031352886
GRMZM2G113011	0.477833443	no	no	no	NA	noCNV	NA	0.009038358
GRMZM2G113016	4.32E-08	no	no	no	DownOnDS	noCNV	0.009038358	0.009038358
GRMZM2G113017	0.192799077	no	no	no	NA	noCNV	0.114857038	0.031620477
GRMZM2G113033	0.015502562	no	no	yes	DownOnDS	noCNV	0.128132055	0.128132055
GRMZM2G113036	3.04E-05	no	no	no	DownOnDS	noCNV	0.154741355	0.057454817
GRMZM2G113039	0.761195755	no	no	no	NA	noCNV	0.084774245	0.084774245
GRMZM2G113052	0.104901501	no	no	no	NA	noCNV	0.134692402	0.134692402
GRMZM2G113053	0.551214703	no	no	no	NA	noCNV	NA	0.156285744
GRMZM2G113056	0.141273571	no	no	no	NA	noCNV	0.298305938	0.298305938
GRMZM2G113057	0.762126365	no	no	no	NA	noCNV	NA	NA
GRMZM2G113060	0.106362166	no	no	no	NA	noCNV	0.446956955	0.446956955
GRMZM2G113062	0.406241757	no	no	no	NA	noCNV	0.156285744	0.156285744
GRMZM2G113064	0.264391717	no	no	no	NA	noCNV	0.106273577	0.106273577
GRMZM2G113065	0.001224867	no	no	no	others	DownCNV/PAV	NA	NA
GRMZM2G113073	0.203742616	no	no	no	NA	noCNV	0.052993559	0.052993559
GRMZM2G113078	0.579351449	no	no	no	NA	noCNV	0.141389474	0.141389474
GRMZM2G113089	0.025431366	no	no	no	others	noCNV	0.246518072	0.246518072
GRMZM2G113093	0.438196189	no	no	no	NA	noCNV	0.030948092	0.030948092
GRMZM2G113096	0.758289799	no	no	no	NA	noCNV	0.126675938	0.126675938
GRMZM2G113098	0.968278793	no	no	no	NA	noCNV	NA	0.238921384
GRMZM2G113127	0.246575911	no	no	no	NA	noCNV	0.15819087	0.15819087
GRMZM2G113129	0.973052148	no	no	no	NA	noCNV	0.771247899	0.771247899
GRMZM2G113135	0.035033316	no	no	yes	DownOnDS	noCNV	0.037547594	0.037547594
GRMZM2G113137	5.37E-06	no	no	no	DownOnDS	noCNV	0.006371	0.006371
GRMZM2G113139	0.248177444	no	no	no	NA	noCNV	0.218380401	0.218380401
GRMZM2G113156	0.336434101	no	no	no	NA	noCNV	0.144817151	0.137055668
GRMZM2G113158	0.07987761	no	no	no	NA	noCNV	0.019782571	0.019782571
GRMZM2G113159	3.41E-06	no	no	no	DownOnDS	noCNV	0.024729411	0.024729411
GRMZM2G113163	0.265394506	no	no	no	NA	noCNV	0.029295532	0.029295532
GRMZM2G113165	0.299898681	no	no	no	NA	DownCNV/PAV	0.224257172	0.224257172
GRMZM2G113167	0.014752054	no	no	no	UpOnDS	noCNV	0.055651716	0.055651716
GRMZM2G113174	0.000582858	no	yes	no	DownOnDS	noCNV	0.072749792	0.072749792
GRMZM2G113177	0.000928391	no	no	no	DownOnDS	noCNV	0.432102114	0.326354373
GRMZM2G113181	0.445902296	no	no	no	NA	noCNV	0.090478858	0.090478858
GRMZM2G113191	0.002882358	no	no	no	DownOnDS	noCNV	NA	0.634161836
GRMZM2G113196	0.010606788	no	yes	no	DownOnDS	noCNV	0.210620433	0.210620433
GRMZM2G113202	0.234250606	no	no	no	NA	noCNV	0.128119701	0.075047565
GRMZM2G113203	0.015100089	no	yes	no	DownOnDS	noCNV	0.307615623	0.307615623
GRMZM2G113205	0.039724065	no	no	yes	DownOnDS	noCNV	0.362266069	0.138471913
GRMZM2G113216	0.133444708	no	no	no	NA	noCNV	0.091630362	0.091630362
GRMZM2G113228	0.262174037	no	no	no	NA	noCNV	0.120149032	0.120149032
GRMZM2G113232	0.95402764	no	no	no	NA	noCNV	0.138471913	0.138471913
GRMZM2G113235	0.198337157	no	no	no	NA	noCNV	NA	NA
GRMZM2G113241	0.185720707	no	no	no	NA	noCNV	0.002331325	0.002331325
GRMZM2G113244	0.508714182	no	no	no	NA	noCNV	0.302282901	0.302282901
GRMZM2G113245	0.114665836	no	no	no	NA	noCNV	0.076241988	0.076241988
GRMZM2G113250	0.217317951	no	no	no	NA	noCNV	0.068616465	0.068616465
GRMZM2G113252	0.002906247	no	no	yes	DownOnDS	noCNV	0.090478858	0.090478858
GRMZM2G113264	0.960235133	no	no	no	NA	noCNV	0.414443436	0.414443436
GRMZM2G113267	0.360979103	no	no	no	NA	noCNV	0.237589179	0.237589179
GRMZM2G113272	0.214900347	no	no	no	NA	noCNV	NA	NA
GRMZM2G113276	0.433053788	no	no	no	NA	noCNV	0.034158201	0.034158201
GRMZM2G113287	0.216750062	no	no	no	NA	DownCNV/PAV	0.122504131	0.090976418
GRMZM2G113295	0.940670491	no	no	no	NA	noCNV	0.090976418	0.090976418
GRMZM2G113319	0.097174403	no	no	no	NA	noCNV	0.174214045	0.174214045
GRMZM2G113325	0.873270243	no	no	no	NA	noCNV	0.041622389	0.041622389
GRMZM2G113332	0.013142311	no	no	yes	DownOnDS	noCNV	0.204843597	0.204843597
GRMZM2G113340	0.003423492	no	yes	yes	UpOnDS	noCNV	0.696112541	0.696112541
GRMZM2G113349	0.032385691	no	yes	yes	DownOnDS	noCNV	NA	NA
GRMZM2G113351	0.764980434	no	no	no	NA	noCNV	0.019360506	0.019360506
GRMZM2G113355	0.056607208	no	no	no	NA	noCNV	0.031962529	0.031962529
GRMZM2G113364	0.517445968	no	no	no	NA	noCNV	0.006375058	0.006375058
GRMZM2G113365	0.725538492	no	no	no	NA	noCNV	0.256760836	0.256760836
GRMZM2G113370	0.187519894	no	no	no	NA	noCNV	0.492075975	0.372316583
GRMZM2G113372	1.65E-06	no	no	no	DownOnDS	noCNV	0.086605649	0.086605649
GRMZM2G113373	0.278711152	no	no	no	NA	noCNV	0.249209825	0.249209825
GRMZM2G113378	0.003401073	no	no	no	others	noCNV	0.742198339	0.742198339
GRMZM2G113382	0.029470458	no	no	no	UpOnDS	noCNV	0.1236092	0.1236092
GRMZM2G113391	0.093698938	no	no	no	NA	noCNV	0.161278752	0.161278752
GRMZM2G113396	0.308494067	no	no	no	NA	noCNV	0.064084466	0.064084466
GRMZM2G113401	0.406134008	no	no	no	NA	noCNV	0.019485359	0.019485359
GRMZM2G113408	0.09182046	no	no	no	NA	noCNV	0.268404221	0.268404221
GRMZM2G113409	0.193134594	no	no	no	NA	noCNV	0.125075077	0.125075077
GRMZM2G113414	1.53E-05	no	no	no	DownOnDS	noCNV	0.094911857	0.094911857
GRMZM2G113415	0.671845877	no	no	no	NA	noCNV	0.430233699	0.430233699
GRMZM2G113418	0.141007298	no	no	no	NA	noCNV	0.048281949	0.009637865
GRMZM2G113420	0.000188499	no	no	no	DownOnDS	noCNV	0.09868517	0.09868517
GRMZM2G113421	0.009952473	no	no	yes	others	DownCNV/PAV	NA	NA
GRMZM2G113423	0.00496079	no	no	no	DownOnDS	noCNV	0.025805912	0.025805912
GRMZM2G113432	9.90E-11	no	no	yes	DownOnDS	noCNV	0.060818589	0.060818589
GRMZM2G113439	0.279994213	no	no	no	NA	noCNV	0.057968602	0.057968602
GRMZM2G113453	0.082349309	no	no	no	NA	noCNV	0.200901731	0.200901731
GRMZM2G113470	0.407198739	no	no	no	NA	noCNV	0.11171558	0.11171558
GRMZM2G113473	0.433545202	no	no	no	NA	noCNV	0.034797124	0.034797124
GRMZM2G113476	0.037672535	no	no	yes	DownOnDS	noCNV	0.09868517	0.09868517
GRMZM2G113480	0.243475031	no	no	no	NA	noCNV	0.054268446	0.054268446
GRMZM2G113486	0.138720653	no	no	no	NA	noCNV	0.141302089	0.034797124
GRMZM2G113495	0.231118384	no	no	no	NA	noCNV	0.155343691	0.155343691
GRMZM2G113506	3.55E-23	no	yes	no	DownOnDS	noCNV	0.252342418	0.099617173
GRMZM2G113512	0.047011508	no	no	no	DownOnDS	noCNV	0.022663256	0.022663256
GRMZM2G113513	0.083331259	no	no	no	NA	noCNV	0.008671948	0.008671948
GRMZM2G113532	0.964177559	no	no	no	NA	noCNV	0.047914959	0.047914959
GRMZM2G113549	0.212147123	no	no	no	NA	noCNV	0.186863966	0.186863966
GRMZM2G113554	0.281447618	no	no	no	NA	noCNV	0.00677712	0.00677712
GRMZM2G113569	0.121509139	no	no	no	NA	noCNV	0.092568806	0.092568806
GRMZM2G113583	0.330579006	no	no	no	NA	noCNV	0.642152166	0.642152166
GRMZM2G113592	2.54E-05	no	no	no	UpOnDS	noCNV	0.06339216	0.06339216
GRMZM2G113596	0.534827289	no	no	no	NA	noCNV	0.020117946	0.020117946
GRMZM2G113613	0.709186045	no	no	no	NA	noCNV	0.135261413	0.135261413
GRMZM2G113618	0.02858805	no	yes	no	others	noCNV	0.628987478	0.628987478
GRMZM2G113619	0.005253181	no	no	no	DownOnDS	noCNV	0.044429492	0.044429492
GRMZM2G113626	0.00051159	no	yes	no	DownOnDS	noCNV	0.061609491	0.061609491
GRMZM2G113629	0.062483192	no	no	no	NA	noCNV	0.282075234	0.119202013
GRMZM2G113640	0.000512432	no	no	no	UpOnDS	noCNV	0.031085364	0.031085364
GRMZM2G113652	0.418818108	no	no	no	NA	noCNV	0.008399252	0.008399252
GRMZM2G113655	0.069410297	no	no	no	NA	noCNV	0.219812509	0.219812509
GRMZM2G113668	0.46418544	no	no	no	NA	noCNV	0.128243827	0.128243827
GRMZM2G113682	0.317421531	no	no	no	NA	noCNV	0.219668473	0.219668473
GRMZM2G113696	0.061049775	no	no	no	NA	noCNV	0.427190677	0.427190677
GRMZM2G113720	0.385290538	no	no	no	NA	noCNV	0.141807523	0.141807523
GRMZM2G113726	0.257746874	no	no	no	NA	noCNV	0.054819884	0.054819884
GRMZM2G113742	0.1084123	no	no	no	NA	noCNV	0.065415937	0.065415937
GRMZM2G113750	0.964800193	no	no	no	NA	DownCNV/PAV	NA	0.077152537
GRMZM2G113761	0.002734826	no	no	no	DownOnDS	DownCNV/PAV	0.012167557	0.012167557
GRMZM2G113771	0.751764455	no	no	no	NA	noCNV	0.758307754	0.758307754
GRMZM2G113775	0.078095477	no	no	no	NA	noCNV	0.129517506	0.129517506
GRMZM2G113779	0.756660431	no	no	no	NA	noCNV	0.349287516	0.349287516
GRMZM2G113781	0.9303961	no	no	no	NA	noCNV	0.16888783	0.16888783
GRMZM2G113790	0.301399984	no	no	no	NA	noCNV	0.082095408	0.082095408
GRMZM2G113794	1.34E-18	no	yes	yes	DownOnDS	noCNV	0.108083575	0.108083575
GRMZM2G113796	2.75E-07	no	yes	no	others	noCNV	0.081449013	0.081449013
GRMZM2G113800	0.000781446	no	yes	yes	others	noCNV	0.073647527	0.073647527
GRMZM2G113815	2.87E-16	no	no	no	DownOnDS	noCNV	0.000645144	0.000645144
GRMZM2G113821	0.80797537	no	no	no	NA	noCNV	0.071657093	0.071657093
GRMZM2G113840	0.004525717	no	yes	no	DownOnDS	DownCNV/PAV	0.163693426	0.163693426
GRMZM2G113844	0.153845144	no	no	no	NA	noCNV	0.089180624	0.089180624
GRMZM2G113860	0.391393209	no	no	no	NA	noCNV	NA	NA
GRMZM2G113863	2.36E-05	no	yes	no	DownOnDS	noCNV	0.30528973	0.30528973
GRMZM2G113866	0.112005162	no	no	no	NA	DownCNV/PAV	0.102566747	0.102566747
GRMZM2G113873	0.45437531	no	no	no	NA	noCNV	0.173962895	0.173962895
GRMZM2G113888	0.00446811	no	no	no	UpOnDS	noCNV	0.020324272	0.020324272
GRMZM2G113899	0.012786667	no	no	no	DownOnDS	noCNV	0.035508024	0.035508024
GRMZM2G113911	0.500862007	no	no	no	NA	noCNV	0.000778135	0.000778135
GRMZM2G113917	0.916071755	no	no	no	NA	noCNV	NA	NA
GRMZM2G113928	0.090118322	no	no	no	NA	noCNV	0.052912873	0.052912873
GRMZM2G113950	0.913503009	no	no	no	NA	noCNV	0.44431718	0.44431718
GRMZM2G113959	0.12768459	no	no	no	NA	noCNV	0.300663156	0.300663156
GRMZM2G113967	0.000182685	no	yes	no	UpOnDS	noCNV	0.078444424	0.078444424
GRMZM2G113990	0.008027164	no	yes	no	UpOnDS	noCNV	0.066043618	0.066043618
GRMZM2G113995	0.299713279	no	no	no	NA	noCNV	0.09262455	0.09262455
GRMZM2G114008	0.393403494	no	no	no	NA	noCNV	0.535331992	0.535331992
GRMZM2G114036	0.619780066	no	no	no	NA	noCNV	0.623247278	0.623247278
GRMZM2G114044	1.13E-14	no	yes	no	others	DownCNV/PAV	0.104438917	0.104438917
GRMZM2G114046	0.858140284	no	no	no	NA	noCNV	NA	0.950145187
GRMZM2G114048	7.87E-05	no	no	yes	others	noCNV	0.403892278	0.403892278
GRMZM2G114050	0.080494064	no	no	no	NA	noCNV	0.226385823	0.226385823
GRMZM2G114052	0.477324911	no	no	no	NA	noCNV	0.063720833	0.063720833
GRMZM2G114055	0.000497563	no	yes	no	DownOnDS	noCNV	0.107460348	0.107460348
GRMZM2G114057	4.25E-30	no	yes	no	DownOnDS	noCNV	0.078847545	0.078847545
GRMZM2G114093	0.356065913	no	no	no	NA	noCNV	NA	NA
GRMZM2G114098	0.879654444	no	no	no	NA	noCNV	0.012595477	0.012595477
GRMZM2G114107	0.028517072	no	no	no	DownOnDS	noCNV	0.096543998	0.096543998
GRMZM2G114113	0.015494824	no	yes	no	DownOnDS	noCNV	0.195265439	0.195265439
GRMZM2G114119	0.559778579	no	no	no	NA	DownCNV/PAV	0.109345792	0.109345792
GRMZM2G114126	1.05E-05	no	no	no	DownOnDS	DownCNV/PAV	0.069618773	0.069618773
GRMZM2G114127	2.30E-18	no	yes	yes	DownOnDS	noCNV	0.095859289	0.095859289
GRMZM2G114131	0.045756617	no	no	no	UpOnDS	noCNV	0.066624443	0.066624443
GRMZM2G114137	0.059313835	no	no	no	NA	noCNV	NA	NA
GRMZM2G114140	0.000767207	no	yes	no	DownOnDS	noCNV	0.012237741	0.012237741
GRMZM2G114153	0.000648915	no	yes	no	UpOnDS	noCNV	0.104894981	0.104894981
GRMZM2G114162	0.226771465	no	no	no	NA	noCNV	0.532748625	0.532748625
GRMZM2G114172	0.649457801	no	no	no	NA	noCNV	0.449051088	0.449051088
GRMZM2G114182	0.40466996	no	no	no	NA	noCNV	0.016569504	0.016569504
GRMZM2G114184	0.058153604	no	no	no	NA	noCNV	0.007024663	0.007024663
GRMZM2G114186	0.067074868	no	no	no	NA	noCNV	0.605880623	0.372902287
GRMZM2G114190	0.000488363	no	no	no	DownOnDS	noCNV	0.041422197	0.041422197
GRMZM2G114192	0.603011441	no	no	no	NA	noCNV	0.041436336	0.041436336
GRMZM2G114220	0.557838964	no	no	no	NA	noCNV	0.178706409	0.178706409
GRMZM2G114234	0.87251472	no	no	no	NA	noCNV	0.392239142	0.211067858
GRMZM2G114241	0.442624026	no	no	no	NA	noCNV	0.021230351	0.021230351
GRMZM2G114255	0.204857395	no	no	no	NA	noCNV	0.858932896	0.858932896
GRMZM2G114276	0.012453574	no	yes	no	DownOnDS	noCNV	0.004220446	0.004220446
GRMZM2G114312	2.41E-05	no	no	no	UpOnDS	noCNV	0.119261706	0.119261706
GRMZM2G114315	0.335778765	no	no	no	NA	noCNV	0.143404533	0.143404533
GRMZM2G114322	0.685096222	no	no	no	NA	noCNV	0.058329744	0.058329744
GRMZM2G114325	2.13E-12	no	no	yes	DownOnDS	noCNV	0.1035638	0.1035638
GRMZM2G114337	0.433207754	no	no	no	NA	noCNV	0.000239359	0.000239359
GRMZM2G114354	0.277123258	no	no	no	NA	noCNV	0.713281952	0.713281952
GRMZM2G114356	0.064145698	no	no	no	NA	noCNV	0.000924721	0.000924721
GRMZM2G114371	0.176197557	no	no	no	NA	noCNV	0.141191739	0.141191739
GRMZM2G114394	0.039700966	no	yes	yes	DownOnDS	noCNV	0.003100123	0.000239359
GRMZM2G114398	0.189325092	no	no	no	NA	noCNV	NA	0.272766203
GRMZM2G114399	0.293435668	no	no	no	NA	noCNV	0.185152824	0.185152824
GRMZM2G114444	0.641480102	no	no	no	NA	noCNV	0.048520588	0.048520588
GRMZM2G114459	0.481056217	no	no	no	NA	noCNV	0.00652857	0.00652857
GRMZM2G114461	0.504224636	no	no	no	NA	noCNV	0.185989796	0.062044973
GRMZM2G114469	0.455725202	no	no	no	NA	noCNV	0.024921953	0.024921953
GRMZM2G114503	1.16E-11	no	no	yes	DownOnDS	noCNV	NA	NA
GRMZM2G114513	0.994529186	no	no	no	NA	noCNV	0.15144862	0.15144862
GRMZM2G114523	0.061744203	no	no	no	NA	noCNV	NA	0.688384481
GRMZM2G114538	0.152789496	no	no	no	NA	noCNV	NA	NA
GRMZM2G114550	0.504757887	no	no	no	NA	noCNV	NA	NA
GRMZM2G114552	0.310354707	no	no	no	NA	noCNV	0.1262512	0.1262512
GRMZM2G114557	0.80062285	no	no	no	NA	noCNV	0.020732363	0.020732363
GRMZM2G114570	7.76E-08	no	yes	no	DownOnDS	noCNV	0.080992636	0.080992636
GRMZM2G114572	0.058078267	no	no	no	NA	noCNV	0.704723186	0.704723186
GRMZM2G114575	0.617563048	no	no	no	NA	noCNV	0.124215239	0.124215239
GRMZM2G114584	0.000118192	no	no	yes	UpOnDS	noCNV	0.712998182	0.712998182
GRMZM2G114588	3.21E-11	no	yes	no	others	noCNV	NA	NA
GRMZM2G114592	0.104750367	no	no	no	NA	noCNV	0.070607987	0.070607987
GRMZM2G114613	0.418093383	no	no	no	NA	noCNV	0.266802602	0.266802602
GRMZM2G114617	0.005187221	no	no	no	UpOnDS	DownCNV/PAV	0.06486093	0.06486093
GRMZM2G114619	0.021801435	no	no	yes	DownOnDS	noCNV	0.251974067	0.251974067
GRMZM2G114634	0.30967774	no	no	no	NA	noCNV	0.047824844	0.047824844
GRMZM2G114639	0.123443891	no	no	no	NA	noCNV	NA	NA
GRMZM2G114642	5.97E-07	no	no	yes	DownOnDS	noCNV	NA	0.01629761
GRMZM2G114650	0.283732947	no	no	no	NA	noCNV	0.044862174	0.044862174
GRMZM2G114667	0.012055104	no	no	no	UpOnDS	noCNV	0.005982451	0.005982451
GRMZM2G114672	0.332251324	no	no	no	NA	noCNV	0.410773927	0.410773927
GRMZM2G114675	0.007225423	no	yes	yes	DownOnDS	noCNV	0.010669801	0.010669801
GRMZM2G114680	0.790953467	no	no	no	NA	noCNV	0.166745101	0.166745101
GRMZM2G114681	0.049984478	no	yes	no	others	noCNV	0.012132098	0.012132098
GRMZM2G114688	0.938392991	no	no	no	NA	noCNV	0.313027742	0.313027742
GRMZM2G114692	0.173939718	no	no	no	NA	noCNV	0.107423909	0.086298747
GRMZM2G114702	0.251371652	no	no	no	NA	noCNV	0.292119889	0.292119889
GRMZM2G114704	0.059107271	no	no	no	NA	noCNV	0.303436689	0.303436689
GRMZM2G114706	0.004454767	no	no	no	DownOnDS	noCNV	0.12805965	0.12805965
GRMZM2G114707	0.101669138	no	no	no	NA	noCNV	0.045217493	0.008569807
GRMZM2G114739	0.451528839	no	no	no	NA	noCNV	0.075566866	0.075566866
GRMZM2G114748	0.798261863	no	no	no	NA	noCNV	0.071925916	0.071925916
GRMZM2G114751	0.005535309	no	no	yes	DownOnDS	DownCNV/PAV	0.061569625	0.061569625
GRMZM2G114756	0.964802931	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G114758	0.02021342	no	no	no	UpOnDS	noCNV	0.121040992	0.121040992
GRMZM2G114772	0.56717791	no	no	no	NA	noCNV	0.008569807	0.008569807
GRMZM2G114775	0.130833424	no	no	no	NA	noCNV	0.141360932	0.107423909
GRMZM2G114778	0.376579463	no	no	no	NA	noCNV	NA	NA
GRMZM2G114788	0.621875278	no	no	no	NA	noCNV	0.033637691	0.033637691
GRMZM2G114789	0.000268223	no	no	no	DownOnDS	noCNV	0.022562105	0.022562105
GRMZM2G114793	1.18E-06	no	no	no	DownOnDS	noCNV	0.069822191	0.069822191
GRMZM2G114801	6.30E-07	no	no	yes	DownOnDS	noCNV	0.287897414	0.287897414
GRMZM2G114816	0.015647868	no	no	no	UpOnDS	noCNV	0.124549133	0.077865846
GRMZM2G114841	3.23E-11	no	no	yes	DownOnDS	noCNV	0.894819139	0.512668544
GRMZM2G114850	0.005474857	no	yes	no	UpOnDS	noCNV	0.100789816	0.100789816
GRMZM2G114861	1.88E-16	no	no	yes	DownOnDS	noCNV	0.031962687	0.031962687
GRMZM2G114873	0.36735224	no	no	no	NA	DownCNV/PAV	0.021882305	0.021882305
GRMZM2G114882	0.25570089	no	no	no	NA	noCNV	NA	NA
GRMZM2G114888	0.026478463	no	no	no	UpOnDS	noCNV	0.362495571	0.362495571
GRMZM2G114893	0.308872441	no	no	no	NA	noCNV	0.010657846	0.010657846
GRMZM2G114895	0.590967393	no	no	no	NA	noCNV	0.154463036	0.154463036
GRMZM2G114899	0.854455876	no	no	no	NA	noCNV	0.029383588	0.027702112
GRMZM2G114906	0.626694809	no	no	no	NA	noCNV	0.00471471	0.00471471
GRMZM2G114911	0.523934694	no	no	no	NA	noCNV	0.092289222	0.092289222
GRMZM2G114918	0.701353985	no	no	no	NA	noCNV	NA	0.586921039
GRMZM2G114924	0.644142683	no	no	no	NA	noCNV	0.363810762	0.332374564
GRMZM2G114930	0.708104517	no	no	no	NA	noCNV	0.332374564	0.332374564
GRMZM2G114945	0.037490317	no	no	yes	DownOnDS	noCNV	NA	NA
GRMZM2G114948	1.53E-10	no	no	no	DownOnDS	noCNV	NA	0.05052659
GRMZM2G114954	0.043950135	no	no	no	DownOnDS	noCNV	0.108170814	0.108170814
GRMZM2G114988	0.275632597	no	no	no	NA	noCNV	0.137199458	0.137199458
GRMZM2G114992	0.026397912	no	yes	no	UpOnDS	noCNV	0.027702112	0.027702112
GRMZM2G114998	0.217038449	no	no	no	NA	noCNV	0.000683709	0.000683709
GRMZM2G115000	2.83E-05	no	no	yes	UpOnDS	noCNV	0.052261791	0.052261791
GRMZM2G115013	0.002906247	no	no	no	UpOnDS	noCNV	0.018254588	0.018254588
GRMZM2G115047	0.017549665	no	no	no	UpOnDS	noCNV	0.304370961	0.304370961
GRMZM2G115049	0.003086272	no	no	no	DownOnDS	noCNV	0.333559385	0.333559385
GRMZM2G115065	0.390002698	no	no	no	NA	noCNV	0.078263437	0.078263437
GRMZM2G115070	9.37E-06	yes	yes	yes	others	noCNV	NA	0.395604202
GRMZM2G115105	0.155285071	no	no	no	NA	noCNV	0.542483849	0.414500639
GRMZM2G115124	0.000918526	no	yes	no	others	noCNV	0.059287906	0.059287906
GRMZM2G115131	0.63381771	no	no	no	NA	noCNV	0.143309655	0.143309655
GRMZM2G115133	0.066139748	no	no	no	NA	noCNV	NA	0.644208403
GRMZM2G115152	0.23075422	no	no	no	NA	noCNV	0.126667937	0.126667937
GRMZM2G115156	0.77515911	no	no	no	NA	noCNV	0.038070784	0.038070784
GRMZM2G115162	0.112626769	no	no	no	NA	noCNV	0.17635386	0.17635386
GRMZM2G115176	0.851939633	no	no	no	NA	noCNV	0.209228871	0.209228871
GRMZM2G115182	0.81984224	no	no	no	NA	noCNV	0.573877578	0.573877578
GRMZM2G115198	0.397427663	no	no	no	NA	noCNV	0.456832481	0.456832481
GRMZM2G115245	0.404644657	no	no	no	NA	noCNV	0.304004515	0.304004515
GRMZM2G115255	0.904051431	no	no	no	NA	noCNV	0.627623248	0.627623248
GRMZM2G115257	0.000739035	no	no	no	UpOnDS	noCNV	0.095716679	0.095716679
GRMZM2G115260	0.982165668	no	no	no	NA	noCNV	NA	NA
GRMZM2G115280	0.545824955	no	no	no	NA	noCNV	0.052379621	0.052379621
GRMZM2G115304	0.479446489	no	no	no	NA	noCNV	0.192947546	0.192947546
GRMZM2G115329	0.00122429	no	no	no	DownOnDS	noCNV	0.12727709	0.12727709
GRMZM2G115342	0.003324067	no	no	no	DownOnDS	noCNV	0.024508156	0.024508156
GRMZM2G115357	0.017579499	no	yes	yes	others	noCNV	0.017383619	0.017383619
GRMZM2G115372	0.713450085	no	no	no	NA	noCNV	0.000344615	0.000344615
GRMZM2G115388	0.158134685	no	no	no	NA	noCNV	NA	NA
GRMZM2G115390	0.932023487	no	no	no	NA	noCNV	0.091786286	0.091786286
GRMZM2G115395	0.002488054	no	no	no	UpOnDS	noCNV	0.047210918	0.047210918
GRMZM2G115398	0.731419129	no	no	no	NA	noCNV	0.082407838	0.082407838
GRMZM2G115420	7.23E-10	no	no	no	DownOnDS	noCNV	0.008210524	0.008210524
GRMZM2G115422	1.48E-08	no	yes	no	others	DownCNV/PAV	0.033921689	0.033921689
