GeneID	IDENTIFIER	BINCODE	NAME	Class	interaction.padj	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DS10	DS11	DRW11	WW3	WW4	WW5	WW6	WW7	WW8	WW9	WW10	DAY3	DAY4	DAY5	DAY6	DAY7	DAY8	DAY9	DAY10
GRMZM2G423851	grmzm2g423851_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.038806594	131.5	86.5	99.5	103.5	96	66.5	76.5	52.5	48.5	127	102.5	115.5	110.5	119	123.5	114	93	95.5	0.35943889	-0.417120814	-0.151277939	-0.201330806	-0.363404731	-0.777607579	-0.281770968	-0.86318331
GRMZM2G077401	grmzm2g077401_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00000246	842.5	854	846.5	886.5	771.5	724	567	424	492.5	954.5	804.5	868	792	715.5	879	927	898	770.5	0.066584265	-0.023458973	0.096009638	0.309168864	-0.188197009	-0.356579642	-0.66336671	-0.861730692
GRMZM2G149662	grmzm2g149662_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.036194438	341	314.5	313	322	406	342	353.5	289	231.5	453.5	317.5	310.5	379.5	344	492.5	442	457	514	0.103015147	0.018466749	-0.277937228	-0.095347877	-0.278643997	-0.370050045	-0.37048395	-0.830698867
GRMZM2G042429	grmzm2g042429_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.859267086	29	50.5	35.5	47	50	23.5	18.5	25	9.5	20.5	34.5	50	39.5	99	65.5	31	38.5	44	-0.250543462	0.014355293	-0.154033629	-1.074767768	-0.389566812	-0.399607459	-1.057333175	-0.815575429
GRMZM2G079957	grmzm2g079957_t03	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.62653678	542.5	520	528.5	379.5	351.5	349.5	264.5	282.5	286.5	572	651	587.5	634	543.5	438	460.5	343.5	488.5	-0.263034406	-0.176077228	-0.262579369	-0.51818015	-0.317406181	-0.397908701	-0.377042377	-0.790107695
GRMZM2G012636	grmzm2g012636_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.532628386	99.5	126	69	115	132.5	83	87.5	75.5	20	60.5	106	112.5	96.5	185.5	141	88	119.5	128	-0.091295834	0.163498732	-0.48393258	-0.689785326	-0.089702803	-0.084392187	-0.449655696	-0.761595261
GRMZM2G142664	grmzm2g142664_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.001398143	702	412.5	580.5	584.5	622.5	567.5	515	415	433.5	671.5	550	364	655	510	528.5	727.5	600.5	695.5	0.352039412	0.180455669	-0.17419884	0.196705778	0.236170366	-0.358326856	-0.221591814	-0.744939178
GRMZM2G382792	grmzm2g382792_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.810721386	5.5	9.5	11.5	14	7.5	3	9.5	4.5	4.5	15	10	13	11	16	10	11	9.5	7.5	-0.862496476	-0.452512205	0.064130337	-0.192645078	-0.415037499	-1.874469118	0	-0.736965594
GRMZM2G128421	grmzm2g128421_t02	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.031083037	334	453.5	488	472	529	359	311	271.5	124.5	314	410.5	398	455.5	436	418	412.5	425	450	-0.297534119	0.18833412	0.099430094	0.114458725	0.33976478	-0.200410275	-0.450548261	-0.728972803
GRMZM2G378106	grmzm2g378106_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.59315483	40	104.5	60	25	23.5	25.5	21.5	31	20.5	36.5	136	170.5	75.5	66	39.5	23	31	51	-1.765534746	-0.706268797	-0.331514144	-1.40053793	-0.749191896	0.148863386	-0.527931556	-0.718229032
GRMZM2G045243	grmzm2g045243_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.203050114	76	126.5	136	116	126	76	50	56.5	26	107.5	65.5	120.5	117	151	126.5	114.5	135.5	90.5	0.214504512	0.070104238	0.217098122	-0.380423744	-0.005713651	-0.591276275	-1.438292852	-0.679666925
GRMZM2G046098	grmzm2g046098_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.424727793	192.5	182.5	188	205	206.5	187.5	203.5	160.5	195	216.5	165	200.5	191.5	200	233.5	211.5	211	257	0.222392421	-0.135705773	-0.02661173	0.03562391	-0.177280768	-0.173767068	-0.052214204	-0.679195062
GRMZM2G112530	grmzm2g112530_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.515360516	2580.5	2526.5	1934.5	1521.5	1477	1580	929.5	1074	1907	2325	3087.5	2677.5	2482	2239	1629	2121.5	1776	1717.5	-0.258788506	-0.083746395	-0.359542387	-0.557360194	-0.141316778	-0.42516012	-0.934104811	-0.677316106
GRMZM2G003506	grmzm2g003506_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.010049013	106.5	100	166	158.5	377.5	539	392.5	401.5	511.5	156.5	177.5	111.5	154	213.5	407	272.5	572.5	630.5	-0.736965594	-0.15704371	0.108252891	-0.429753229	-0.10855215	0.984029043	-0.544583039	-0.651096383
GRMZM2G465383	grmzm2g465383_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.772771592	14	16	27.5	19.5	30.5	25.5	17.5	11.5	5	22	17	20.5	28	26	23	22.5	20	18	-0.280107919	-0.357552005	-0.025995209	-0.415037499	0.407175382	0.180572246	-0.192645078	-0.646363045
GRMZM2G074742	grmzm2g074742_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.720661073	83.5	154	145.5	88	85	81.5	63.5	64	115.5	107	113	146.5	125.5	102	71.5	74.5	76.5	97	-0.43647467	0.072029686	0.213331789	-0.212993723	0.249519599	0.129559634	-0.268703156	-0.599912842
GRMZM2G048150	grmzm2g048150_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.806927533	18	15.5	14	17.5	15	12	14.5	10	10	18.5	12	15	18.5	16	19	19	20.5	15	0.584962501	0.047305715	-0.402098444	0.129283017	-0.341036918	-0.662965013	-0.499571009	-0.584962501
GRMZM2G178945	grmzm2g178945_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.621392673	227.5	200	152	176.5	189	207.5	194.5	150	135.5	220	195	220	198.5	186.5	190.5	215.5	202.5	221.5	0.222392421	-0.137503524	-0.385067684	-0.079507447	-0.011404763	-0.054576533	-0.058151753	-0.562344198
GRMZM2G091276	grmzm2g091276_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000941629	293	471.5	432.5	327.5	391.5	373.5	286	293	200	273.5	334.5	373	427.5	457	546.5	323	387.5	427	-0.191105546	0.33808214	0.016775713	-0.480699259	-0.481209188	0.209574078	-0.438181163	-0.543335405
GRMZM2G343360	grmzm2g343360_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.549216733	83	117	65.5	104	114	103.5	63.5	64	56	65.5	61	92.5	77.5	126	106	115	108	92	0.444302094	0.338983259	-0.242701404	-0.276840205	0.10496956	-0.152003093	-0.766202815	-0.523561956
GRMZM2G420812	grmzm2g420812_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.690862824	21	36	34	30.5	33.5	7.5	13.5	26.5	4.5	28.5	30.5	54.5	49	47	64.5	38.5	42	38	-0.538419915	-0.598259323	-0.527247003	-0.623851514	-0.945138065	-2.359895945	-1.637429921	-0.520007059
GRMZM2G156392	grmzm2g156392_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.329872231	35.5	51	31	50	61	50.5	26	36	20	32.5	29	33.5	31	39.5	42.5	43.5	48	49	0.291766124	0.606336152	0	0.340075442	0.521346401	0.215267987	-0.884522783	-0.444784843
GRMZM2G115357	grmzm2g115357_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.017579499	2924.5	3226.5	3469	5454	5340	4445.5	4249	4187	3272	931.5	3602.5	2413	4177	4305.5	5285	1880.5	3952	5610.5	-0.300808441	0.41914211	-0.267947303	0.341133912	0.01493627	1.241229386	0.104540397	-0.422212429
GRMZM2G156470	grmzm2g156470_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.709674057	51.5	90.5	58	88.5	90	96.5	61	55	67	60	55	57	50	73.5	85.5	73	69.5	73	-0.094859186	0.666955873	0.214124805	0.267933205	0.074000581	0.402632478	-0.188203735	-0.408464845
GRMZM2G042765	grmzm2g042765_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.716910982	27	43	24.5	46	43	26	19.5	20.5	6.5	25	32	53	40.5	41.5	48.5	29.5	44.5	26	-0.245112498	-0.3016557	-0.725140159	0.148522525	-0.173648087	-0.182203331	-1.190331212	-0.342887714
GRMZM2G154578	grmzm2g154578_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.174848282	67.5	109.5	47.5	40	54.5	61	44	36.5	54.5	82.5	135	110.5	164.5	115	98	83.5	99	43.5	-1	-0.0131155	-1.792088165	-1.523561956	-0.846525519	-0.452966955	-1.169925001	-0.253118937
GRMZM2G101533	grmzm2g101533_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.634880524	621.5	559.5	520	569.5	793.5	772.5	766.5	753.5	943	729	568.5	512	570	626	719.5	703	791	866	0.128594042	0.127994321	-0.132450296	-0.136466815	0.141235536	0.136010244	-0.045391903	-0.200759513
GRMZM2G068701	grmzm2g068701_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.864594588	33	59	55	20	14.5	9	9.5	11.5	4	28	53.5	67	50	43	24.5	27	23	13	-0.697072867	-0.183446141	0.137503524	-1.10433666	-0.756728849	-1.584962501	-1.275634443	-0.176877762
GRMZM5G853479	grmzm5g853479_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.922245375	21.5	18.5	21	23	38.5	41	33	35	27.5	34.5	15	13.5	24	20	29.5	27.5	32.5	39	0.519374159	0.454565863	-0.192645078	0.201633861	0.384143491	0.576192291	0.022026306	-0.156119202
GRMZM2G011463	grmzm2g011463_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.0000514	231	287.5	480	282	404.5	159	157	154.5	67.5	149.5	219.5	234.5	382	464	471	261.5	410.5	170.5	0.073671912	0.293974033	0.329461768	-0.718429643	-0.219587357	-0.717784181	-1.386617663	-0.142164901
GRMZM2G168614	grmzm2g168614_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.68801089	36.5	44	53	65.5	27.5	20	18.5	29	18	61.5	40	48.5	41.5	48.5	38	45.5	40	32	-0.132103536	-0.140481224	0.352881023	0.433510159	-0.4665678	-1.185866545	-1.112474729	-0.142019005
GRMZM2G126002	grmzm2g126002_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.203843836	1341.5	1259	1298	1290	1013.5	1099	1035.5	875	1059.5	884	1425	1184	1139.5	1125	1049.5	908	827	936.5	-0.087114865	0.088609202	0.187889459	0.197446064	-0.050356078	0.275427184	0.324368319	-0.097995978
GRMZM5G835903	grmzm5g835903_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.439010596	187	304.5	185.5	244	372.5	352	300	285	222	143	212.5	299.5	279.5	352	391.5	270.5	329.5	305	-0.184424571	0.023886225	-0.591429096	-0.528694281	-0.071771882	0.379946835	-0.135315965	-0.097847323
GRMZM2G320802	grmzm2g320802_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.745977868	523	532.5	461	453.5	438	448	482	501	568.5	586.5	628.5	497	499	497.5	448.5	515	465.5	534.5	-0.265101798	0.099535674	-0.114273065	-0.133593975	-0.034177115	-0.2010737	0.050251979	-0.093379345
AC213621.5_FG002	ac213621.5_fgt002	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.953551795	7	6	9.5	15.5	8.5	6	5	7.5	9	10	6	4	5.5	9.5	10	6.5	8.5	8	0.222392421	0.584962501	0.788495895	0.706268797	-0.234465254	-0.115477217	-0.765534746	-0.093109404
AC233898.1_FG004	ac233898.1_fgt004	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.813902358	257	222.5	237	234	243	209	204.5	243.5	402.5	276.5	199	252	246.5	258.5	215	216	202	258	0.368999929	-0.179618398	-0.056700587	-0.143655751	0.176619654	-0.04752837	0.01774555	-0.083449293
GRMZM2G057037	grmzm2g057037_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.839416561	497	505	600	753	750.5	685	782.5	640	616	624	396	419	580	586	655	552.5	579	660.5	0.327745421	0.269333144	0.0489096	0.3617492	0.196357165	0.310129524	0.434527404	-0.045486656
GRMZM2G014793	grmzm2g014793_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.106525589	614.5	588	561	514.5	441.5	417	470	521.5	685.5	572	601.5	555.5	546	587.5	511	568.5	504.5	533	0.030848273	0.082029243	0.03909982	-0.191417775	-0.210909853	-0.447112965	-0.102193513	-0.03146828
GRMZM2G052812	grmzm2g052812_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.228726511	1067	1174.5	1228	1329.5	1277	1296.5	1231.5	1255	1224.5	1488.5	999.5	1067	1042	1059	1351.5	1420.5	1282.5	1279	0.094281704	0.138486537	0.236955283	0.328181188	-0.081802987	-0.131776625	-0.058542198	-0.0273289
GRMZM2G150319	grmzm2g150319_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00606777	527	566	716	751	458.5	388	414.5	433.5	342	671	568	660.5	497.5	527.5	580.5	727.5	591.5	426	-0.108087968	-0.222756508	0.525263062	0.509641814	-0.340374333	-0.906890596	-0.513006067	0.025178563
GRMZM2G044968	grmzm2g044968_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.020975852	240.5	194.5	258.5	346	174.5	134.5	166.5	141.5	153	181	221	189.5	177	220.5	212.5	210.5	215.5	138.5	0.121990524	0.037572307	0.54641492	0.649993382	-0.284235805	-0.646214061	-0.372165692	0.030916077
GRMZM2G154332	grmzm2g154332_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.379734437	1425.5	1654.5	1942	1189	1783	2217	1985.5	1699	1309.5	1229	1714.5	1569	2000	1496	1729	1587	1539	1640.5	-0.266319865	0.076549939	-0.042456799	-0.33136146	0.044368834	0.482306642	0.367509129	0.050550259
GRMZM2G123790	grmzm2g123790_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.864951928	59.5	71	66.5	65.5	67	74.5	74.5	69.5	50.5	76.5	45.5	65.5	71	67.5	58	80.5	79	67	0.387023123	0.116324118	-0.094464684	-0.043392596	0.208108195	-0.111748358	-0.084612228	0.052851882
GRMZM2G105419	grmzm2g105419_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.055619971	82.5	104.5	57.5	109	107	112	88	96.5	56.5	44.5	74.5	90	99.5	113	132	88	115.5	92.5	0.147153694	0.215506036	-0.79113457	-0.051994638	-0.302927133	0.347923303	-0.392317423	0.061075577
GRMZM2G025671	grmzm2g025671_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.153000136	226.5	207	225.5	241.5	196.5	182.5	214.5	202.5	234	256	199.5	223.5	216	205.5	228.5	226.5	189	193	0.183122304	-0.110644064	0.062096121	0.232884795	-0.217664853	-0.311614586	0.182591413	0.069321061
GRMZM2G330012	grmzm2g330012_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.075535012	4	11.5	20.5	25	10	8.5	10.5	10	10	11	10.5	20	10	7.5	7.5	9.5	23	9.5	-1.392317423	-0.798366139	1.03562391	1.736965594	0.415037499	-0.160464672	-1.131244533	0.074000581
GRMZM2G021243	grmzm2g021243_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.929885706	600	513	537.5	579	508	532.5	589	555	699.5	551	544.5	461.5	504	468	472	513	468	525.5	0.140030452	0.152628178	0.092841021	0.307054818	0.106041637	0.0538227	0.331759104	0.078797007
GRMZM2G466229	grmzm2g466229_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.031006283	183	144	179.5	189	285	300	276.5	163.5	160.5	157.5	180	129	169	185	194	154	178.5	154	0.023846742	0.158697746	0.086960598	0.030860964	0.554905267	0.96203215	0.631355406	0.086360285
GRMZM2G126290	grmzm2g126290_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.279994213	365.5	339	310.5	399.5	440.5	459	522.5	487.5	466	300.5	320	264.5	349.5	327	378.5	342	406.5	448.5	0.191799501	0.358017551	-0.170699187	0.288904867	0.218848719	0.424497829	0.362175685	0.120294234
GRMZM2G365162	grmzm2g365162_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.739380665	62.5	104.5	102	99	172.5	96.5	101	101	30	87.5	67.5	84	100.5	148.5	132.5	89.5	126	92.5	-0.111031312	0.315041709	0.021373651	-0.584962501	0.380604002	0.10864126	-0.319068441	0.126830022
GRMZM2G052200	grmzm2g052200_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.803538417	304.5	321	336.5	374.5	444.5	380.5	480	485	539.5	356	278	313	366.5	377	410	358	401.5	425.5	0.131357345	0.03641064	-0.123206694	-0.009598805	0.116559509	0.087936866	0.257634418	0.188825615
GRMZM2G020856	grmzm2g020856_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.999349593	92.5	80.5	99	79.5	119.5	102	112.5	101.5	96.5	91.5	76.5	69	78.5	63	82.5	93	87.5	89	0.273993618	0.222392421	0.334735871	0.335603032	0.534544594	0.133266531	0.362570079	0.189602486
GRMZM2G136113	grmzm2g136113_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.575891137	212	229.5	195.5	249	272.5	247	293.5	299	325	218.5	178.5	203.5	234.5	208.5	236	214.5	188	256.5	0.248140191	0.173465359	-0.262419315	0.256098359	0.20746937	0.203533394	0.642627841	0.221186659
GRMZM2G354209	grmzm2g354209_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.516823425	25.5	27.5	31	18	21	20.5	66.5	28	33.5	22	29	66	55.5	33	71	36	67.5	24	-0.185555653	-1.263034406	-0.840219556	-0.874469118	-1.757429697	-0.812372997	-0.021533162	0.222392421
GRMZM2G054028	grmzm2g054028_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.07016842	134	171	126.5	124.5	173	176.5	187	193	288.5	162	141.5	144.5	146.5	210	159.5	163	187.5	161	-0.078569052	0.242926832	-0.21176328	-0.754243586	0.117215614	0.114796219	-0.003852325	0.261540159
GRMZM2G101181	grmzm2g101181_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.98464956	194.5	213	211	235.5	237.5	227	249.5	254.5	246.5	203	142	169	198	200.5	197	188	190	210	0.453879225	0.333830184	0.091742569	0.232124823	0.269731884	0.271959636	0.393040397	0.277276328
GRMZM2G042741	grmzm2g042741_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.917505402	22	33	29.5	43.5	32.5	31	22	31	22.5	30	19	26	32	35	29.5	26.5	26	25	0.211504105	0.343954401	-0.117356951	0.313660479	0.139724764	0.226275856	-0.2410081	0.310340121
GRMZM2G024315	grmzm2g024315_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.820667631	1229	1393.5	1379	1460.5	1685	1827	1869.5	1820.5	1986.5	1383.5	1021.5	1164	1321	1315.5	1479.5	1286.5	1295.5	1466	0.266795712	0.259621944	0.06199199	0.15085111	0.187638895	0.506025177	0.529143456	0.312449637
GRMZM2G061005	grmzm2g061005_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.458202046	1	9.5	20	30.5	2.5	2	2	2.5	2	15.5	11.5	11	8.5	16.5	3.5	16	2	2	-3.523561956	-0.211504105	1.234465254	0.886343218	-0.485426827	-3	0	0.321928095
GRMZM2G050649	grmzm2g050649_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.359479002	606.5	595	634.5	626	513	495	502.5	620.5	795.5	772.5	578.5	629.5	578	519	502	581	470	489.5	0.068190686	-0.08131671	0.134550671	0.270428119	0.031271462	-0.231109638	0.09646284	0.342122351
GRMZM2G475683	grmzm2g475683_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.01164771	155	142.5	147	92.5	199.5	205	190.5	206.5	320.5	107.5	150.5	148	231.5	167.5	170	107.5	117	159.5	0.042504729	-0.054635257	-0.655196038	-0.856635825	0.230854	0.93128725	0.703282468	0.372585358
GRMZM2G139657	grmzm2g139657_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.216033876	268	265	264	284.5	244	266	266	328.5	336	243.5	297.5	244	248.5	249.5	227	250.5	213.5	249	-0.150656668	0.119111212	0.087292078	0.189388837	0.10418885	0.086615642	0.317190176	0.399747628
GRMZM2G432060	grmzm2g432060_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.017586874	54	67.5	47.5	48.5	51.5	75.5	133	77.5	63.5	44	99	64	78	82.5	78.5	45	82.5	58.5	-0.874469118	0.076815597	-0.715546611	-0.766409372	-0.608120222	0.746551643	0.688960221	0.405759686
GRMZM2G054070	grmzm2g054070_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.431381041	146.5	159	151.5	160.5	121	120.5	131	168.5	170.5	211.5	132	129	136	121	130.5	166	115.5	123.5	0.150362735	0.3016557	0.155711142	0.40756625	-0.109042759	-0.462150095	0.18167396	0.44823755
GRMZM2G087513	grmzm2g087513_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.760399248	62	75.5	64	88	57	59.5	64	72	80	76.5	69.5	62.5	55.5	64	44.5	68.5	54	51.5	-0.164744762	0.272620455	0.205584134	0.459431619	0.357156583	-0.20321432	0.245112498	0.483424474
GRMZM2G447151	grmzm2g447151_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.010251896	10	14.5	7	6.5	13.5	14	39.5	25.5	11	4.5	9.5	9.5	16.5	22	37	22	45.5	18	0.074000581	0.610053482	-1.237039197	-1.7589919	-1.454565863	-0.652076697	-0.204013892	0.502500341
GRMZM2G429254	grmzm2g429254_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000325395	57.5	82.5	58	36.5	104	196.5	109	122	111	31.5	82	71.5	107	58.5	84.5	70.5	90	85	-0.512061954	0.206450877	-0.883485991	-0.680540161	0.299560282	1.47883415	0.276331228	0.521346401
GRMZM2G451037	grmzm2g451037_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.316435536	3	5.5	6	7	4.5	1	8	4.5	1.5	4.5	6.5	5.5	4	2	8	6	4.5	3	-1.115477217	0	0.584962501	1.807354922	-0.830074999	-2.584962501	0.830074999	0.584962501
GRMZM2G365166	grmzm2g365166_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.957989883	11	11	12.5	8	14	7	17.5	16	4.5	8.5	8	17.5	9.5	8	20	19	23	10.5	0.459431619	-0.669851398	0.395928676	0	-0.514573173	-1.440572591	-0.394278939	0.607682577
GRMZM2G309747	grmzm2g309747_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.168517169	7.5	6.5	16.5	13	4	7	20.5	12.5	15	15	13	8.5	7.5	15.5	6.5	14	7	8	-0.793549123	-0.387023123	1.137503524	-0.253756592	-0.700439718	-1	1.550197083	0.64385619
GRMZM2G042712	grmzm2g042712_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.928967162	11	10.5	11.5	12.5	16	11.5	13	18	25.5	11	5.5	7.5	10	9.5	11	12.5	8	11.5	1	0.485426827	0.201633861	0.395928676	0.540568381	-0.120294234	0.700439718	0.646363045
GRMZM2G089854	grmzm2g089854_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.001634097	252	353.5	291	233.5	359	382.5	398.5	589.5	1007.5	294	293	262	331.5	334.5	261	271	273.5	369	-0.217476931	0.432143403	-0.187989717	-0.518583661	0.459934037	0.497166896	0.543038891	0.675870997
GRMZM2G131699	grmzm2g131699_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.005184575	206.5	181.5	201	194	175.5	200.5	235.5	273	276	232	200	180	210.5	204	170.5	206.5	140.5	160.5	0.046141782	0.011972642	-0.066624732	-0.0725125	0.041699291	-0.042539545	0.745156929	0.766327654
GRMZM2G094771	grmzm2g094771_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.156641026	86.5	81.5	99	119	108.5	126	130.5	147	165	95.5	81	88	95.5	106.5	108	110	102.5	86	0.094778225	-0.110703464	0.051927792	0.160108143	0.00666373	0.19592021	0.348425897	0.77340759
GRMZM2G361993	grmzm2g361993_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.016672921	125	165.5	160.5	105.5	182	279	182	237.5	431.5	170	110.5	180	214.5	159	178.5	157	147.5	137	0.177881725	-0.12116569	-0.41840435	-0.591783767	0.028014376	0.829500563	0.303223496	0.79375162
GRMZM5G857641	grmzm5g857641_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00229691	579	455	393.5	435.5	504.5	785	842.5	943.5	1443	513.5	518.5	338	369	403.5	350	408	398	532	0.159219359	0.428843299	0.092742819	0.110104045	0.527499347	0.944123502	1.081908256	0.826596272
GRMZM2G176903	grmzm2g176903_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.207665045	816.5	970	960	901.5	782.5	935	845.5	1021.5	1308.5	685	848	970	723	841.5	725	851	688.5	563	-0.054611379	0	0.409038759	0.09936422	0.110109757	0.135807233	0.2963481	0.859482377
GRMZM2G462760	grmzm2g462760_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.17570697	9.5	9.5	12	18	10.5	21	24	24.5	16	6.5	21	9.5	6.5	16.5	11.5	9	18	13	-1.144389909	0	0.884522783	0.125530882	-0.131244533	1.222392421	0.415037499	0.914270126
GRMZM2G050080	grmzm2g050080_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.065557091	7	10.5	10	8	9	24.5	32	21	21	20.5	20.5	17	18	10.5	18.5	12	24	11	-1.550197083	-0.695145418	-0.847996907	-0.392317423	-1.039528364	1.029747343	0.415037499	0.932885804
GRMZM2G144716	grmzm2g144716_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.004865445	459	406	451	482.5	439	490	622.5	667	689	425	443	375.5	425	400	366.5	389.5	374.5	348.5	0.051187455	0.11266682	0.085664592	0.270528942	0.260407741	0.331158421	0.733108118	0.936528105
GRMZM2G419739	grmzm2g419739_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.507236541	214.5	215	223	248.5	154.5	201.5	229	347	445.5	246.5	238.5	201	173.5	210.5	127	204.5	143.5	174.5	-0.153011619	0.097141158	0.362108047	0.239425618	0.282778341	-0.021321004	0.674296861	0.991708626
